"管理番号","機器名称","開始日","状況","現所在地ＣＤ","現所在地","型式","製造ＣＤ","管理部署","分類ＣＤ","分類","メーカーＣＤ","メーカー","配備部署","ME.No","カタログ名称","SystemID","資産番号","資産区分","納入年月日","廃棄フラグ","廃棄年月日","廃棄予定日","廃棄担当者","代表機種","年間保守契約","年間保守費用","常設機器","統計対象外","運転実時間","耐用年数","可用年数","所属コード","購入価格"
"25-3020","iPAD Air","2025/04/30 10:10:00","貸出中","100","HCU","MD789J/A","","新　臨床工学室","9900000","その他器材","000480","Apple","","No,30","iPAD Air","","","固定資産","2025/04/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3019","iPAD Air","2025/04/30 10:10:00","貸出中","100","HCU","MD789J/A","","新　臨床工学室","9900000","その他器材","000480","Apple","","No,29","iPAD Air","","","固定資産","2025/04/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3018","iPAD Air","2025/04/30 10:10:00","貸出中","100","HCU","MD789J/A","","新　臨床工学室","9900000","その他器材","000480","Apple","","No,28","iPAD Air","","","固定資産","2025/04/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3017","iPAD Air","2025/05/13 12:11:00","貸出中","111","新　西6階","MD789J/A","","新　臨床工学室","9900000","その他器材","000480","Apple","","No,27","iPAD Air","","","固定資産","2025/04/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3016","iPAD Air","","","108","新　臨床工学室","MD789J/A","","新　臨床工学室","9900000","その他器材","000480","Apple","","No,26","iPAD Air","","","固定資産","2025/04/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3015","iPAD Air","2025/05/13 12:11:00","貸出中","100","HCU","MD789J/A","","新　臨床工学室","9900000","その他器材","000480","Apple","","No,25","iPAD Air","","","固定資産","2025/04/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3014","iPAD Air","2025/05/13 12:11:00","貸出中","100","HCU","MD789J/A","","新　臨床工学室","9900000","その他器材","000480","Apple","","No,24","iPAD Air","","","固定資産","2025/04/24 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3013","携帯型受信機　パームビュー","","","108","新　臨床工学室","ZT-210P","06791","新　臨床工学室","0221240","その他の生体現象データ処理装置","109200","日本光電工業","新　臨床工学室","","携帯型受信機　パームビュー","","","固定資産","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3012","携帯型受信機　パームビュー","","","108","新　臨床工学室","ZT-210P","06792","新　臨床工学室","0221240","その他の生体現象データ処理装置","109200","日本光電工業","新　臨床工学室","","携帯型受信機　パームビュー","","","固定資産","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3011","自動体外式除細動器","2025/04/04 14:53:00","貸出中","183","7階デイルーム横","AED-3100","0361744","新　臨床工学室","0212410","AED","109200","日本光電工業","7階デイルーム横","","自動体外式除細動器　AED-3100","","","レンタル品","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3010","自動体外式除細動器","2025/04/04 14:53:00","貸出中","182","6階デイルーム横","AED-3100","0361763","新　臨床工学室","0212410","AED","109200","日本光電工業","6階デイルーム横","","自動体外式除細動器　AED-3100","","","レンタル品","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3009","自動体外式除細動器","2025/04/04 14:53:00","貸出中","181","5階デイルーム横","AED-3100","0361759","新　臨床工学室","0212410","AED","109200","日本光電工業","5階デイルーム横","","自動体外式除細動器　AED-3100","","","レンタル品","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3008","自動体外式除細動器","2025/04/04 14:53:00","貸出中","180","4階デイルーム横","AED-3100","0361757","新　臨床工学室","0212410","AED","109200","日本光電工業","4階デイルーム横","","自動体外式除細動器　AED-3100","","","レンタル品","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3007","自動体外式除細動器","2025/04/04 14:53:00","貸出中","107","新　西2階","AED-3100","0361869","新　臨床工学室","0212410","AED","109200","日本光電工業","新　西2階","","自動体外式除細動器　AED-3100","","","レンタル品","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3006","自動体外式除細動器","2025/04/04 14:53:00","貸出中","139","新　生理検査室","AED-3100","0361865","新　臨床工学室","0212410","AED","109200","日本光電工業","新　生理検査室","","自動体外式除細動器　AED-3100","","","レンタル品","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3005","自動体外式除細動器","2025/04/04 14:52:00","貸出中","131","新　CT室","AED-3100","0361761","新　臨床工学室","0212410","AED","109200","日本光電工業","新　CT室","","自動体外式除細動器　AED-3100","","","レンタル品","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3004","自動体外式除細動器","2025/04/04 14:50:00","貸出中","152","放射線受付横","AED-3100","0361742","新　臨床工学室","0212410","AED","109200","日本光電工業","新　CT室","","自動体外式除細動器　AED-3100","","","レンタル品","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3003","自動体外式除細動器","2025/04/04 14:50:00","貸出中","120","新　外来B","AED-3100","0361740","新　臨床工学室","0212410","AED","109200","日本光電工業","新　外来B","","自動体外式除細動器　AED-3100","","","レンタル品","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3002","自動体外式除細動器","2025/04/04 14:50:00","貸出中","184","正面エントランス","AED-3100","0361867","新　臨床工学室","0212410","AED","109200","日本光電工業","正面エントランス","","自動体外式除細動器　AED-3100","","","レンタル品","2025/04/01 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-3001","送信機","","","118","新　SCU","ZS-630P","131102","新　臨床工学室","0221480","医用テレメータ","109200","日本光電工業","新　SCU","","送信機","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-2002","人工呼吸器","","","108","新　臨床工学室","V60","","新　臨床工学室","0306000","人工呼吸器","129390","フィリップス・レスピロニクス","新　臨床工学室","","人工呼吸器","","","固定資産","2025/05/09 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-2001","人工呼吸器","2025/05/12 16:30:00","","108","新　臨床工学室","V60","","新　臨床工学室","0306000","人工呼吸器","129390","フィリップス・レスピロニクス","新　臨床工学室","","人工呼吸器","","","固定資産","2025/05/09 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"25-1002","レーザープリンター","","","100","HCU","M611","PHBRT2S0XJ","新　臨床工学室","9900000","その他器材","109200","日本光電工業","HCU","","レーザープリンター","","","固定資産","2025/04/28 0:00:00","False","","","","False","False","0","False","False","","0","0","","0"
"25-1001","無停電電源装置","","","100","HCU","THA2-1000-10","1289-3141016500","新　臨床工学室","1299000","設備その他","109200","日本光電工業","HCU","","Acrostar THA2","","","固定資産","2025/04/28 0:00:00","False","","","","False","False","0","False","False","","8","0","","0"
"25-0046","集中型受信機","","","108","新　臨床工学室","ORG-9100","10003","新　臨床工学室","0221400","セントラルモニタ","109200","日本光電工業","新　臨床工学室","予備機","集中型受信機","","","固定資産","2025/04/28 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"25-0045","ベッドサイドモニタ","2025/04/24 13:58:00","貸出中","118","新　SCU","PVM-4763","19876","新　臨床工学室","0221405","多項目モニタ","109200","日本光電工業","新　SCU","SCU　CH2098","ベッドサイドモニタ","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"25-0044","拡張スマートユニット","","","118","新　SCU","AA-174P","9350","新　臨床工学室","0221407","重要パラメータ付き多項目モニタ","109200","日本光電工業","新　SCU","","マルチアンプユニット","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"25-0043","拡張スマートユニット","","","118","新　SCU","AA-174P","9349","新　臨床工学室","0221407","重要パラメータ付き多項目モニタ","109200","日本光電工業","新　SCU","","マルチアンプユニット","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"25-0042","拡張スマートユニット","","","118","新　SCU","AA-174P","9348","新　臨床工学室","0221407","重要パラメータ付き多項目モニタ","109200","日本光電工業","新　SCU","","マルチアンプユニット","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"25-0041","拡張スマートユニット","","","118","新　SCU","AA-174P","9347","新　臨床工学室","0221407","重要パラメータ付き多項目モニタ","109200","日本光電工業","新　SCU","","マルチアンプユニット","","","固定資産","2025/03/27 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
